listing_id,listing_title,price,vehicle_model_year,vehicle_condition,vehicle_tax_type,vehicle_brand,vehicle_model,vehicle_mileage_km,vehicle_fuel_type,vehicle_transmission,vehicle_engine_cc,vehicle_color,province,district,seller_type,view_count,posted_at,scraped_at,is_premium,listing_url
13894310,Xiami Pro 2025 អាចកក់លុយបានមកដល់ថ្ងៃ 20 នេះហេីយ ✅🥳 [56xxx$$] ចរចា.បាន,56000.0,2025,ថ្មី,ក្រដាសពន្ធ,Xiaomi,ផ្សេងៗ,,អគ្គិសនី,,,ពណ៌ប្រផេះ,Phnom Penh,Saensokh,store,0,2026-08-16T14:49:40+00:00,2026-08-16T15:21:12.126826+00:00,,https://www.khmer24.com/post-adid-13894310
13818397,🔥FordRaptor2021 ពណ៍សុីម៉ង់ម៉ាស៊ូតអូតូកាពីតាស់ លេងយ៉ាន់ បូមហេីយ,38900.0,2021,used,Plate Number,Ford,Raptor2021 ពណ៍សុីម៉ង់ម៉ាស៊ូតអូតូកាពីតាស់ លេងយ៉ាន់,,,,,,Phnom Penh,Por Senchey,store,0,2026-07-27T14:44:15+00:00,2026-08-18T03:27:12.019522+00:00,,https://www.khmer24.com/post-adid-13818397
13805243,HONDA eNS2 EV 2025,23500.0,2025,បានប្រើ,ក្រដាសពន្ធ,Honda,eNS2,,អគ្គិសនី,ស្វ័យប្រវត្តិ,,ផ្សេងៗ,Phnom Penh,Saensokh,store,0,2026-07-24T04:00:06+00:00,2026-08-17T01:37:46.622653+00:00,,https://www.khmer24.com/post-adid-13805243
13464541,Toyota Highlander 2003 ម៉ាសុីន6ប៉ុង1,16650.0,2003,used,Plate Number,Toyota,Highlander ម៉ាសុីន6ប៉ុង1,,,,,,Phnom Penh,Saensokh,store,0,2026-05-01T05:44:22+00:00,2026-08-18T03:27:13.029063+00:00,,https://www.khmer24.com/post-adid-13464541
13764966,Toyota Prius 2013 op3 ក្នុងលឿង ម៉ាយល្អ ឃ្មុំស៊ីន,17200.0,2013,បានប្រើ,ក្រដាសពន្ធ,Toyota,Prius,,ហាយប្រីត/Hybrid,ស្វ័យប្រវត្តិ,,ពណ៌ស,Phnom Penh,Por Senchey,store,0,2026-07-13T10:12:16+00:00,2026-08-13T09:41:56.250929+00:00,,https://www.khmer24.com/post-adid-13764966
13832030,BYD លេខដៃ,4500.0,2018,used,Plate Number,BYD,លេខដៃ,,,,,,Preah Sihanouk,Krong Preah Sihanouk,individual,0,2026-07-31T02:58:14+00:00,2026-08-18T03:27:03.644136+00:00,,https://www.khmer24.com/post-adid-13832030
13724840,Porsche,23500.0,2015,បានប្រើ,ផ្លាកលេខ,Porsche,Macan,,សាំង,ស្វ័យប្រវត្តិ,,ពណ៍ខ្មៅ,Phnom Penh,Por Senchey,individual,0,2026-07-03T06:51:20+00:00,2026-08-16T15:21:08.773988+00:00,,https://www.khmer24.com/post-adid-13724840
13894190,Kia carnival 2015 ម្ចាស់ដេីម,15900.0,2015,បានប្រើ,ផ្លាកលេខ,Kia,Carnival,,ម៉ាស៊ូត,ស្វ័យប្រវត្តិ,,ពណ៌ស,Phnom Penh,Chbar Ampov,store,0,2026-08-16T13:53:55+00:00,2026-08-16T15:21:16.361731+00:00,,https://www.khmer24.com/post-adid-13894190
13480363,Kia morning 012LPG មេឡានខ្ចីមួយជុំ,8500.0,2012,បានប្រើ,ក្រដាសពន្ធ,Kia,Morning,,ហ្គាស/LPG,ស្វ័យប្រវត្តិ,,ផ្សេងៗ,Phnom Penh,Saensokh,store,0,2026-05-05T09:54:51+00:00,2026-08-16T15:21:18.895298+00:00,,https://www.khmer24.com/post-adid-13480363
13877453,Mazda bt50 2019 ឡានជិះលក្ខណះគ្រួសារ,24000.0,2019,used,Plate Number,Mazda,bt50 ឡានជិះលក្ខណះគ្រួសារ,,,,,,Phnom Penh,Dangkao,individual,0,2026-08-12T03:43:13+00:00,2026-08-18T03:27:08.962434+00:00,,https://www.khmer24.com/post-adid-13877453
13787820,"✅ទើបមកដល់ថ្មីរៀបចំម៉ាស្អាតលក់តែ:$17,900🚘 2014 Prius Plug-in ប្រភេទសាកភ្លើង",17900.0,2014,បានប្រើ,ក្រដាសពន្ធ,Toyota,Prius,,អគ្គិសនី,ស្វ័យប្រវត្តិ,,ពណ៌ប្រាក់,Phnom Penh,Tuol Kouk,store,0,2026-07-19T12:44:10+00:00,2026-08-17T01:37:54.203946+00:00,,https://www.khmer24.com/post-adid-13787820
13894285,Kia carnival 2015,17300.0,2015,បានប្រើ,ក្រដាសពន្ធ,Kia,Carnival,,ម៉ាស៊ូត,ស្វ័យប្រវត្តិ,,ពណ៌ប្រាក់,Phnom Penh,Saensokh,store,0,2026-08-16T14:35:42+00:00,2026-08-16T15:21:12.990893+00:00,,https://www.khmer24.com/post-adid-13894285
13292428,Honda HRV SUV 2019 full I-VTEC Econ,19900.0,2019,បានប្រើ,ផ្លាកលេខ,Honda,HR-V,,,ស្វ័យប្រវត្តិ,,ពណ៌ស,Phnom Penh,Ruessei Kaev,store,0,2026-03-15T08:10:22+00:00,2026-08-17T01:37:44.691114+00:00,,https://www.khmer24.com/post-adid-13292428
13798903,2015 Mercedes C300 AMG ម្ចាស់ដើម,23500.0,2015,បានប្រើ,ផ្លាកលេខ,Mercedes-Benz,300,,សាំង,ស្វ័យប្រវត្តិ,,ពណ៍ខ្មៅ,Phnom Penh,Saensokh,store,0,2026-07-22T08:03:30+00:00,2026-08-13T09:41:56.252473+00:00,,https://www.khmer24.com/post-adid-13798903
13890270,Camry08hybid 11800$,11800.0,2008,បានប្រើ,ក្រដាសពន្ធ,Toyota,Camry,,,,,ពណ៍ខ្មៅ,Phnom Penh,Chamkar Mon,store,0,2026-08-15T09:48:16+00:00,2026-08-17T01:37:53.283925+00:00,,https://www.khmer24.com/post-adid-13890270
13762197,Ford Ranger Raptor 2021 អត់🖤ឡានលែងហើយ,20500.0,2021,បានប្រើ,ក្រដាសពន្ធ,Ford,Ranger Raptor,,ម៉ាស៊ូត,ស្វ័យប្រវត្តិ,,ពណ៍ខ្មៅ,Phnom Penh,Dangkao,store,0,2026-07-13T00:50:53+00:00,2026-08-16T15:21:22.267661+00:00,,https://www.khmer24.com/post-adid-13762197
13896332,Toyota Land Cruiser 010 up 021,35000.0,2010,used,Plate Number,Toyota,Land Cruiser 010,,,,,,Phnom Penh,Dangkao,store,0,2026-08-17T04:57:25+00:00,2026-08-18T03:27:32.800701+00:00,,https://www.khmer24.com/post-adid-13896332
13833423,Lexus Ls500 F-Sport 2018 Full-Options,86600.0,2018,បានប្រើ,ផ្លាកលេខ,Lexus,LS,,សាំង,,,ពណ៌ស,Phnom Penh,Ruessei Kaev,store,0,2026-07-31T07:58:04+00:00,2026-08-13T09:41:57.120865+00:00,,https://www.khmer24.com/post-adid-13833423
13894828,ឡានស្អាត Audi Q7 Year 2011 S line ម៉ាស៊ីនម៉ាស៊ូត ម្ចាស់ដើមឡាននៅថ្មី,13800.0,2011,បានប្រើ,ផ្លាកលេខ,Audi,Q7,,សាំង,ស្វ័យប្រវត្តិ,,ពណ៌ស,Phnom Penh,Tuol Kouk,store,0,2026-08-17T01:09:35+00:00,2026-08-17T01:37:56.108983+00:00,,https://www.khmer24.com/post-adid-13894828
13379165,Ford XLT 023 Bi-Turbo,37900.0,2023,បានប្រើ,ផ្លាកលេខ,Ford,Ranger,,ម៉ាស៊ូត,,,ពណ៌ស,Phnom Penh,Saensokh,store,0,2026-04-06T02:33:30+00:00,2026-08-13T09:41:43.714789+00:00,,https://www.khmer24.com/post-adid-13379165
